account_id,account_name,industry,account_owner,account_group,company_code,plant_id,material_group,created_ts,source_system
SAPACC5013,Yadav Technologies Ltd,Retail,Alok Nair,AG005,COMP005,PLANT05,MG05,2026-03-21,SAP
SAPACC5044,Verma Enterprises Ltd,Financial Services,Lakshmi Iyer,AG004,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPACC5901,Banerjee Consulting Ltd,Retail,Sunil Guptha,AG005,COMP005,PLANT05,MG05,2026-02-05,SAP
SAPACC5069,Singh Retail Ltd,Healthcare,Rohit Pandey,AG005,COMP005,PLANT05,MG05,2026-03-14,SAP
SAPACC5460,Kaur Finance Ltd,Healthcare,Sunita Kapoor,AG004,COMP004,PLANT04,MG04,2026-03-05,SAP
SAPACC5932,Kumar Logistics Ltd,Financial Services,Vinay Sharma,AG004,COMP004,PLANT04,MG04,2026-02-06,SAP
SAPACC5019,Pandey Foods Ltd,Retail,Divya Rao,AG003,COMP003,PLANT03,MG03,2026-03-28,SAP
SAPACC5481,Tiwari Services Ltd,Healthcare,Seema Verma,AG001,COMP001,PLANT01,MG01,2026-02-10,SAP
SAPACC5881,Sharma Industries Ltd,Manufacturing,Arjun Mehta,AG001,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPACC5822,Malhotra Enterprises Ltd,Manufacturing,Meera Tiwari,AG006,COMP006,PLANT06,MG06,2026-02-21,SAP
SAPACC5676,Iyer Services Ltd,Manufacturing,Prakash Rao,AG004,COMP004,PLANT04,MG04,2026-01-21,SAP
SAPACC5304,Sharma Foods Ltd,Technology,Meena Mehta,AG008,COMP008,PLANT08,MG08,2026-02-26,SAP
SAPACC5198,Pandey Enterprises Ltd,Manufacturing,Rohit Desai,AG006,COMP006,PLANT06,MG06,2026-01-14,SAP
SAPACC5561,Kumar Enterprises Ltd,Technology,Seema Verma,AG001,COMP001,PLANT01,MG01,2026-02-17,SAP
SAPACC5007,Gupta Technologies Ltd,Financial Services,Ajay Desai,AG007,COMP007,PLANT07,MG07,2026-01-14,SAP
SAPACC5363,Bajaj Pharmaceuticals Ltd,Financial Services,Arvind Guptha,AG003,COMP003,PLANT03,MG03,2026-01-08,SAP
SAPACC5749,Nair Industries Ltd,Technology,Ravi Guptha,AG005,COMP005,PLANT05,MG05,2026-02-16,SAP
SAPACC5567,Dubey Solutions Ltd,Manufacturing,Neha Agarwal,AG007,COMP007,PLANT07,MG07,2026-02-12,SAP
SAPACC5469,Mehta Healthcare Ltd,Healthcare,Manish Mehta,AG005,COMP005,PLANT05,MG05,2026-02-11,SAP
SAPACC5728,Kaur Healthcare Ltd,Financial Services,John Banerjee,AG008,COMP008,PLANT08,MG08,2026-01-13,SAP
SAPACC5855,Kaur Foods Ltd,Financial Services,Harish Menon,AG007,COMP007,PLANT07,MG07,2026-02-09,SAP
SAPACC5879,Kapoor Logistics Ltd,Healthcare,Shalini Kaur,AG007,COMP007,PLANT07,MG07,2026-01-10,SAP
SAPACC5199,Reddy Services Ltd,Healthcare,Divya Shah,AG007,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPACC5545,Yadav Traders Ltd,Transportation,Pooja Menon,AG001,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPACC5043,Banerjee Textiles Ltd,Financial Services,Seema Banerjee,AG003,COMP003,PLANT03,MG03,2026-02-21,SAP
SAPACC5775,Kapoor Industries Ltd,Technology,Shreya Bajaj,AG007,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPACC5441,Kaur Enterprises Ltd,Technology,Harish Guptha,AG001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPACC5910,Patil Textiles Ltd,Retail,Sunita Mehta,AG006,COMP006,PLANT06,MG06,2026-03-01,SAP
SAPACC5434,Bajaj Foods Ltd,Manufacturing,Rohit Malhotra,AG002,COMP002,PLANT02,MG02,2026-03-27,SAP
SAPACC5784,Dubey Finance Ltd,Retail,Vikas Mishra,AG008,COMP008,PLANT08,MG08,2026-03-20,SAP
SAPACC5844,Menon Healthcare Ltd,Financial Services,Arvind Guptha,AG004,COMP004,PLANT04,MG04,2026-01-02,SAP
SAPACC5140,Sharma Industries Ltd,Retail,Divya Reddy,AG004,COMP004,PLANT04,MG04,2026-03-06,SAP
SAPACC5412,Yadav Logistics Ltd,Manufacturing,Prakash Menon,AG004,COMP004,PLANT04,MG04,2026-01-18,SAP
SAPACC5059,Shah Industries Ltd,Retail,Karan Joshi,AG003,COMP003,PLANT03,MG03,2026-02-02,SAP
SAPACC5714,Verma Consulting Ltd,Retail,Prakash Kaur,AG002,COMP002,PLANT02,MG02,2026-03-19,SAP
SAPACC5788,Yadav Healthcare Ltd,Technology,Rekha Singh,AG004,COMP004,PLANT04,MG04,2026-01-20,SAP
SAPACC5601,Singh Textiles Ltd,Technology,Sneha Mishra,AG001,COMP001,PLANT01,MG01,2026-01-11,SAP
SAPACC5588,Singh Enterprises Ltd,Financial Services,Amit Kumar,AG004,COMP004,PLANT04,MG04,2026-01-08,SAP
SAPACC5163,Yadav Pharmaceuticals Ltd,Transportation,Neha Patil,AG003,COMP003,PLANT03,MG03,2026-03-18,SAP
SAPACC5350,Kapoor Retail Ltd,Technology,Shreya Yadav,AG006,COMP006,PLANT06,MG06,2026-02-05,SAP
SAPACC5384,Sharma Traders Ltd,Technology,Ravi Tiwari,AG008,COMP008,PLANT08,MG08,2026-01-28,SAP
SAPACC5606,Patil Industries Ltd,Healthcare,Sachin Dubey,AG006,COMP006,PLANT06,MG06,2026-01-18,SAP
SAPACC5471,Srivastava Solutions Ltd,Technology,Meena Kaur,AG007,COMP007,PLANT07,MG07,2026-03-13,SAP
SAPACC5888,Guptha Logistics Ltd,Retail,Rohit Patel,AG008,COMP008,PLANT08,MG08,2026-01-11,SAP
SAPACC5563,Singh Healthcare Ltd,Retail,Ramesh Shah,AG003,COMP003,PLANT03,MG03,2026-02-13,SAP
SAPACC5433,Patil Textiles Ltd,Transportation,Sanjay Pandey,AG001,COMP001,PLANT01,MG01,2026-03-25,SAP
SAPACC5331,Bajaj Consulting Ltd,Technology,Priya Srivastava,AG003,COMP003,PLANT03,MG03,2026-02-02,SAP
SAPACC5242,Desai Solutions Ltd,Manufacturing,Sunita Menon,AG002,COMP002,PLANT02,MG02,2026-03-05,SAP
SAPACC5413,Agarwal Logistics Ltd,Technology,Arvind Shah,AG005,COMP005,PLANT05,MG05,2026-02-11,SAP
SAPACC5752,Gupta Solutions Ltd,Transportation,Ravi Banerjee,AG008,COMP008,PLANT08,MG08,2026-01-16,SAP
SAPACC5800,Shah Healthcare Ltd,Financial Services,Harish Kapoor,AG008,COMP008,PLANT08,MG08,2026-03-10,SAP
SAPACC5770,Joshi Traders Ltd,Manufacturing,Rekha Rao,AG002,COMP002,PLANT02,MG02,2026-03-04,SAP
SAPACC5169,Patel Services Ltd,Financial Services,Arjun Kumar,AG001,COMP001,PLANT01,MG01,2026-03-04,SAP
SAPACC5047,Patil Consulting Ltd,Healthcare,Shalini Iyer,AG007,COMP007,PLANT07,MG07,2026-02-21,SAP
SAPACC5437,Desai Technologies Ltd,Manufacturing,Ajay Verma,AG005,COMP005,PLANT05,MG05,2026-03-19,SAP
SAPACC5503,Iyer Retail Ltd,Technology,Prakash Srivastava,AG007,COMP007,PLANT07,MG07,2026-01-30,SAP
SAPACC5916,Kumar Consulting Ltd,Retail,Shreya Menon,AG004,COMP004,PLANT04,MG04,2026-02-10,SAP
SAPACC5613,Verma Solutions Ltd,Financial Services,Kavita Iyer,AG005,COMP005,PLANT05,MG05,2026-02-09,SAP
SAPACC5741,Patel Foods Ltd,Manufacturing,Sachin Banerjee,AG005,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPACC5470,Verma Enterprises Ltd,Technology,Sunil Dubey,AG006,COMP006,PLANT06,MG06,2026-01-20,SAP
SAPACC5186,Gupta Technologies Ltd,Financial Services,Sneha Patel,AG002,COMP002,PLANT02,MG02,2026-01-09,SAP
SAPACC5540,Malhotra Pharmaceuticals Ltd,Healthcare,Sneha Yadav,AG004,COMP004,PLANT04,MG04,2026-01-17,SAP
SAPACC5664,Patil Finance Ltd,Retail,Sunita Gupta,AG008,COMP008,PLANT08,MG08,2026-03-30,SAP
SAPACC5482,Kaur Solutions Ltd,Transportation,Shreya Sharma,AG002,COMP002,PLANT02,MG02,2026-01-17,SAP
SAPACC5824,Kumar Technologies Ltd,Manufacturing,Anjali Patel,AG008,COMP008,PLANT08,MG08,2026-01-31,SAP
SAPACC5127,Gupta Foods Ltd,Technology,Vinay Patel,AG007,COMP007,PLANT07,MG07,2026-03-05,SAP
SAPACC5027,Nair Traders Ltd,Financial Services,Neha Banerjee,AG003,COMP003,PLANT03,MG03,2026-02-27,SAP
SAPACC5436,Mehta Enterprises Ltd,Financial Services,Alok Bajaj,AG004,COMP004,PLANT04,MG04,2026-01-29,SAP
SAPACC5208,Guptha Foods Ltd,Transportation,Ravi Mishra,AG008,COMP008,PLANT08,MG08,2026-01-31,SAP
SAPACC5034,Kapoor Consulting Ltd,Financial Services,Rahul Malhotra,AG002,COMP002,PLANT02,MG02,2026-01-21,SAP
SAPACC5315,Nair Solutions Ltd,Healthcare,Arvind Kumar,AG003,COMP003,PLANT03,MG03,2026-01-11,SAP
SAPACC5159,Kumar Technologies Ltd,Healthcare,John Kaur,AG007,COMP007,PLANT07,MG07,2026-02-03,SAP
SAPACC5796,Menon Solutions Ltd,Manufacturing,Rohit Iyer,AG004,COMP004,PLANT04,MG04,2026-03-30,SAP
SAPACC5100,Shah Finance Ltd,Financial Services,Alok Malhotra,AG004,COMP004,PLANT04,MG04,2026-03-03,SAP
SAPACC5398,Bajaj Pharmaceuticals Ltd,Financial Services,Divya Shah,AG006,COMP006,PLANT06,MG06,2026-02-01,SAP
SAPACC5236,Singh Solutions Ltd,Transportation,Divya Yadav,AG004,COMP004,PLANT04,MG04,2026-01-12,SAP
SAPACC5110,Kaur Logistics Ltd,Transportation,Alok Shah,AG006,COMP006,PLANT06,MG06,2026-01-11,SAP
SAPACC5327,Malhotra Enterprises Ltd,Retail,Rekha Rao,AG007,COMP007,PLANT07,MG07,2026-03-01,SAP
SAPACC5750,Nair Textiles Ltd,Technology,Arjun Pandey,AG006,COMP006,PLANT06,MG06,2026-03-14,SAP
SAPACC5265,Reddy Finance Ltd,Transportation,Vinod Kapoor,AG001,COMP001,PLANT01,MG01,2026-02-11,SAP
SAPACC5285,Mehta Textiles Ltd,Manufacturing,Shalini Dubey,AG005,COMP005,PLANT05,MG05,2026-01-19,SAP
SAPACC5929,Pandey Solutions Ltd,Manufacturing,Rajiv Rao,AG001,COMP001,PLANT01,MG01,2026-03-15,SAP
SAPACC5933,Reddy Retail Ltd,Technology,Karan Bajaj,AG005,COMP005,PLANT05,MG05,2026-02-17,SAP
SAPACC5925,Nair Healthcare Ltd,Financial Services,Divya Joshi,AG005,COMP005,PLANT05,MG05,2026-02-12,SAP
SAPACC5456,Malhotra Industries Ltd,Transportation,Sunita Iyer,AG008,COMP008,PLANT08,MG08,2026-02-05,SAP
SAPACC5311,Singh Foods Ltd,Technology,Divya Mishra,AG007,COMP007,PLANT07,MG07,2026-02-05,SAP
SAPACC5556,Tiwari Enterprises Ltd,Financial Services,Ravi Mehta,AG004,COMP004,PLANT04,MG04,2026-02-16,SAP
SAPACC5644,Reddy Pharmaceuticals Ltd,Retail,Vinod Mehta,AG004,COMP004,PLANT04,MG04,2026-01-07,SAP
SAPACC5377,Singh Pharmaceuticals Ltd,Financial Services,Kavita Chopra,AG001,COMP001,PLANT01,MG01,2026-01-20,SAP
SAPACC5004,Reddy Pharmaceuticals Ltd,Retail,Kavita Kaur,AG004,COMP004,PLANT04,MG04,2026-03-07,SAP
SAPACC5217,Verma Textiles Ltd,Financial Services,Deepak Bajaj,AG001,COMP001,PLANT01,MG01,2026-03-29,SAP
SAPACC5310,Malhotra Industries Ltd,Healthcare,Ramesh Sharma,AG006,COMP006,PLANT06,MG06,2026-03-12,SAP
SAPACC5632,Dubey Foods Ltd,Financial Services,Seema Mishra,AG008,COMP008,PLANT08,MG08,2026-03-04,SAP
SAPACC5107,Bajaj Healthcare Ltd,Technology,Rohit Joshi,AG003,COMP003,PLANT03,MG03,2026-01-04,SAP
SAPACC5040,Malhotra Healthcare Ltd,Manufacturing,Sachin Yadav,AG008,COMP008,PLANT08,MG08,2026-01-15,SAP
SAPACC5796,Menon Solutions Ltd,Manufacturing,Rohit Iyer,AG004,COMP004,PLANT04,MG04,2026-03-30,SAP
SAPACC5787,Iyer Solutions Ltd,Technology,Priya Sharma,AG003,COMP003,PLANT03,MG03,2026-03-08,SAP
SAPACC5584,Kapoor Healthcare Ltd,Transportation,Deepak Srivastava,AG008,COMP008,PLANT08,MG08,2026-03-27,SAP
SAPACC5597,Patel Enterprises Ltd,Technology,Ajay Singh,AG005,COMP005,PLANT05,MG05,2026-02-12,SAP
SAPACC5950,Patil Textiles Ltd,Financial Services,Prakash Kapoor,AG006,COMP006,PLANT06,MG06,2026-03-23,SAP
SAPACC5329,Kapoor Technologies Ltd,Retail,Pooja Desai,AG001,COMP001,PLANT01,MG01,2026-02-12,SAP
SAPACC5717,Shah Retail Ltd,Retail,Rekha Malhotra,AG005,COMP005,PLANT05,MG05,2026-03-09,SAP
SAPACC5371,Malhotra Enterprises Ltd,Technology,Anjali Guptha,AG003,COMP003,PLANT03,MG03,2026-03-02,SAP
SAPACC5643,Desai Textiles Ltd,Healthcare,Prakash Kapoor,AG003,COMP003,PLANT03,MG03,2026-01-18,SAP
SAPACC5417,Patel Industries Ltd,Technology,Anita Verma,AG001,COMP001,PLANT01,MG01,2026-03-23,SAP
SAPACC5564,Guptha Finance Ltd,Manufacturing,Anita Patil,AG004,COMP004,PLANT04,MG04,2026-03-17,SAP
SAPACC5021,Kaur Logistics Ltd,Retail,Jane Desai,AG005,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPACC5948,Guptha Pharmaceuticals Ltd,Transportation,Seema Kumar,AG004,COMP004,PLANT04,MG04,2026-02-15,SAP
SAPACC5124,Kaur Textiles Ltd,Manufacturing,Lakshmi Mishra,AG004,COMP004,PLANT04,MG04,2026-02-25,SAP
SAPACC5841,Joshi Traders Ltd,Financial Services,Pooja Chopra,AG001,COMP001,PLANT01,MG01,2026-01-11,SAP
SAPACC5135,Chopra Healthcare Ltd,Retail,Ravi Reddy,AG007,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPACC5101,Chopra Healthcare Ltd,Retail,Vinay Iyer,AG005,COMP005,PLANT05,MG05,2026-01-13,SAP
SAPACC5382,Mehta Consulting Ltd,Technology,Sneha Iyer,AG006,COMP006,PLANT06,MG06,2026-03-17,SAP
SAPACC5682,Desai Industries Ltd,Financial Services,Shreya Shah,AG002,COMP002,PLANT02,MG02,2026-01-15,SAP
SAPACC5131,Banerjee Services Ltd,Healthcare,Meena Kumar,AG003,COMP003,PLANT03,MG03,2026-01-10,SAP
SAPACC5466,Malhotra Finance Ltd,Technology,Manish Rao,AG002,COMP002,PLANT02,MG02,2026-03-13,SAP
SAPACC5279,Verma Technologies Ltd,Retail,Sachin Patel,AG007,COMP007,PLANT07,MG07,2026-02-05,SAP
SAPACC5297,Mehta Logistics Ltd,Financial Services,Shalini Kumar,AG001,COMP001,PLANT01,MG01,2026-03-06,SAP
SAPACC5607,Nair Finance Ltd,Healthcare,Neha Pandey,AG007,COMP007,PLANT07,MG07,2026-03-08,SAP
SAPACC5637,Tiwari Pharmaceuticals Ltd,Technology,John Guptha,AG005,COMP005,PLANT05,MG05,2026-01-17,SAP
SAPACC5949,Nair Healthcare Ltd,Financial Services,Vinay Chopra,AG005,COMP005,PLANT05,MG05,2026-01-19,SAP
SAPACC5216,Pandey Consulting Ltd,Technology,Jane Mishra,AG008,COMP008,PLANT08,MG08,2026-02-18,SAP
SAPACC5554,Mehta Foods Ltd,Healthcare,Arjun Kapoor,AG002,COMP002,PLANT02,MG02,2026-02-24,SAP
SAPACC5547,Mehta Enterprises Ltd,Manufacturing,Pooja Srivastava,AG003,COMP003,PLANT03,MG03,2026-02-15,SAP
SAPACC5452,Agarwal Logistics Ltd,Transportation,Kavita Shah,AG004,COMP004,PLANT04,MG04,2026-01-03,SAP
SAPACC5063,Reddy Foods Ltd,Healthcare,Harish Rao,AG007,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPACC5688,Guptha Finance Ltd,Manufacturing,Divya Agarwal,AG008,COMP008,PLANT08,MG08,2026-02-17,SAP
SAPACC5497,Mishra Industries Ltd,Healthcare,Arvind Patel,AG001,COMP001,PLANT01,MG01,2026-02-27,SAP
SAPACC5257,Rao Finance Ltd,Financial Services,Karan Patel,AG001,COMP001,PLANT01,MG01,2026-01-08,SAP
SAPACC5372,Tiwari Consulting Ltd,Manufacturing,Lakshmi Srivastava,AG004,COMP004,PLANT04,MG04,2026-02-12,SAP
SAPACC5171,Banerjee Logistics Ltd,Retail,Ramesh Shah,AG003,COMP003,PLANT03,MG03,2026-03-26,SAP
SAPACC5358,Verma Traders Ltd,Financial Services,Kavita Kapoor,AG006,COMP006,PLANT06,MG06,2026-01-25,SAP
SAPACC5711,Rao Services Ltd,Manufacturing,Sachin Pandey,AG007,COMP007,PLANT07,MG07,2026-03-10,SAP
SAPACC5906,Guptha Logistics Ltd,Transportation,Prakash Rao,AG002,COMP002,PLANT02,MG02,2026-03-31,SAP
SAPACC5593,Kumar Enterprises Ltd,Transportation,Ravi Srivastava,AG001,COMP001,PLANT01,MG01,2026-02-10,SAP
SAPACC5577,Mehta Industries Ltd,Technology,Divya Mehta,AG001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPACC5651,Menon Retail Ltd,Financial Services,Sachin Singh,AG003,COMP003,PLANT03,MG03,2026-02-23,SAP
SAPACC5687,Chopra Enterprises Ltd,Retail,Shalini Pandey,AG007,COMP007,PLANT07,MG07,2026-03-29,SAP
SAPACC5869,Shah Finance Ltd,Technology,Vinod Nair,AG005,COMP005,PLANT05,MG05,2026-01-23,SAP
SAPACC5103,Singh Solutions Ltd,Transportation,John Agarwal,AG007,COMP007,PLANT07,MG07,2026-01-07,SAP
SAPACC5165,Mishra Retail Ltd,Retail,Meera Kumar,AG005,COMP005,PLANT05,MG05,2026-02-22,SAP
SAPACC5940,Gupta Logistics Ltd,Technology,Ravi Kumar,AG004,COMP004,PLANT04,MG04,2026-03-14,SAP
SAPACC5832,Desai Logistics Ltd,Transportation,Sunil Mishra,AG008,COMP008,PLANT08,MG08,2026-02-07,SAP
SAPACC5877,Rao Solutions Ltd,Transportation,Lakshmi Malhotra,AG005,COMP005,PLANT05,MG05,2026-02-06,SAP
SAPACC5865,Rao Solutions Ltd,Retail,Meera Kaur,AG001,COMP001,PLANT01,MG01,2026-03-03,SAP
SAPACC5850,Yadav Foods Ltd,Technology,Pooja Kaur,AG002,COMP002,PLANT02,MG02,2026-01-10,SAP
SAPACC5097,Chopra Traders Ltd,Financial Services,Shreya Kapoor,AG001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPACC5178,Desai Solutions Ltd,Financial Services,Arvind Kapoor,AG002,COMP002,PLANT02,MG02,2026-02-04,SAP
SAPACC5145,Bajaj Logistics Ltd,Retail,Sunita Rao,AG001,COMP001,PLANT01,MG01,2026-02-15,SAP
SAPACC5627,Pandey Consulting Ltd,Manufacturing,Anita Shah,AG003,COMP003,PLANT03,MG03,2026-01-07,SAP
SAPACC5928,Sharma Foods Ltd,Transportation,Sanjay Yadav,AG008,COMP008,PLANT08,MG08,2026-03-31,SAP
SAPACC5044,Verma Enterprises Ltd,Financial Services,Lakshmi Iyer,AG004,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPACC5785,Tiwari Enterprises Ltd,Financial Services,Sunil Shah,AG001,COMP001,PLANT01,MG01,2026-03-08,SAP
SAPACC5798,Nair Solutions Ltd,Technology,Jane Kaur,AG006,COMP006,PLANT06,MG06,2026-01-11,SAP
SAPACC5491,Menon Enterprises Ltd,Transportation,Vinod Iyer,AG003,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPACC5629,Pandey Textiles Ltd,Healthcare,Meena Sharma,AG005,COMP005,PLANT05,MG05,2026-02-21,SAP
SAPACC5763,Iyer Healthcare Ltd,Healthcare,Sanjay Srivastava,AG003,COMP003,PLANT03,MG03,2026-02-26,SAP
SAPACC5758,Kaur Retail Ltd,Manufacturing,Deepak Iyer,AG006,COMP006,PLANT06,MG06,2026-02-26,SAP
SAPACC5010,Yadav Services Ltd,Manufacturing,Alok Desai,AG002,COMP002,PLANT02,MG02,2026-02-08,SAP
SAPACC5467,Verma Traders Ltd,Healthcare,Rekha Kaur,AG003,COMP003,PLANT03,MG03,2026-03-12,SAP
SAPACC5694,Joshi Finance Ltd,Financial Services,Ramesh Bajaj,AG006,COMP006,PLANT06,MG06,2026-03-20,SAP
SAPACC5693,Joshi Pharmaceuticals Ltd,Manufacturing,Manish Patel,AG005,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPACC5811,Verma Industries Ltd,Financial Services,Pooja Kaur,AG003,COMP003,PLANT03,MG03,2026-01-14,SAP
SAPACC5596,Mehta Technologies Ltd,Retail,Sachin Chopra,AG004,COMP004,PLANT04,MG04,2026-01-10,SAP
SAPACC5945,Yadav Technologies Ltd,Financial Services,Karan Guptha,AG001,COMP001,PLANT01,MG01,2026-03-14,SAP
SAPACC5755,Shah Industries Ltd,Technology,Neha Guptha,AG003,COMP003,PLANT03,MG03,2026-03-03,SAP
SAPACC5720,Pandey Healthcare Ltd,Technology,Lakshmi Guptha,AG008,COMP008,PLANT08,MG08,2026-02-14,SAP
SAPACC5875,Patel Services Ltd,Transportation,Seema Shah,AG003,COMP003,PLANT03,MG03,2026-03-12,SAP
SAPACC5006,Bajaj Retail Ltd,Manufacturing,Sunita Tiwari,AG006,COMP006,PLANT06,MG06,2026-03-31,SAP
SAPACC5672,Tiwari Enterprises Ltd,Financial Services,Sunita Singh,AG008,COMP008,PLANT08,MG08,2026-03-02,SAP
SAPACC5598,Dubey Foods Ltd,Financial Services,Vinay Banerjee,AG006,COMP006,PLANT06,MG06,2026-03-24,SAP
SAPACC5860,Joshi Healthcare Ltd,Technology,Suresh Pandey,AG004,COMP004,PLANT04,MG04,2026-02-17,SAP
SAPACC5924,Kapoor Foods Ltd,Financial Services,Anjali Nair,AG004,COMP004,PLANT04,MG04,2026-01-23,SAP
SAPACC5119,Guptha Textiles Ltd,Healthcare,Neha Guptha,AG007,COMP007,PLANT07,MG07,2026-03-13,SAP
SAPACC5288,Mehta Enterprises Ltd,Transportation,Rohit Nair,AG008,COMP008,PLANT08,MG08,2026-02-03,SAP
SAPACC5401,Iyer Industries Ltd,Financial Services,Shreya Desai,AG001,COMP001,PLANT01,MG01,2026-01-31,SAP
SAPACC5757,Menon Traders Ltd,Financial Services,Prakash Sharma,AG005,COMP005,PLANT05,MG05,2026-03-13,SAP
SAPACC5381,Patel Textiles Ltd,Transportation,Meera Kaur,AG005,COMP005,PLANT05,MG05,2026-01-15,SAP
SAPACC5357,Mishra Industries Ltd,Financial Services,Priya Malhotra,AG005,COMP005,PLANT05,MG05,2026-03-03,SAP
SAPACC5895,Gupta Logistics Ltd,Financial Services,Prakash Singh,AG007,COMP007,PLANT07,MG07,2026-02-17,SAP
SAPACC5049,Kaur Textiles Ltd,Healthcare,Alok Singh,AG001,COMP001,PLANT01,MG01,2026-02-08,SAP
SAPACC5912,Pandey Services Ltd,Transportation,Ramesh Patil,AG008,COMP008,PLANT08,MG08,2026-02-28,SAP
SAPACC5192,Chopra Finance Ltd,Financial Services,Pooja Gupta,AG008,COMP008,PLANT08,MG08,2026-03-30,SAP
SAPACC5859,Gupta Enterprises Ltd,Manufacturing,Vikas Tiwari,AG003,COMP003,PLANT03,MG03,2026-03-12,SAP
SAPACC5150,Patel Industries Ltd,Technology,Sanjay Nair,AG006,COMP006,PLANT06,MG06,2026-02-21,SAP
SAPACC5761,Malhotra Pharmaceuticals Ltd,Financial Services,Lakshmi Kapoor,AG001,COMP001,PLANT01,MG01,2026-01-26,SAP
SAPACC5703,Bajaj Retail Ltd,Retail,Vinod Mehta,AG007,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPACC5446,Bajaj Consulting Ltd,Technology,Deepak Kapoor,AG006,COMP006,PLANT06,MG06,2026-03-20,SAP
SAPACC5833,Kaur Retail Ltd,Transportation,Arjun Kaur,AG001,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPACC5773,Mehta Retail Ltd,Technology,Kavita Verma,AG005,COMP005,PLANT05,MG05,2026-01-26,SAP
SAPACC5069,Singh Retail Ltd,Healthcare,Rohit Pandey,AG005,COMP005,PLANT05,MG05,2026-03-14,SAP
SAPACC5111,Iyer Consulting Ltd,Financial Services,Sunil Dubey,AG007,COMP007,PLANT07,MG07,2026-02-03,SAP
SAPACC5680,Nair Services Ltd,Technology,Harish Agarwal,AG008,COMP008,PLANT08,MG08,2026-03-03,SAP
SAPACC5036,Reddy Logistics Ltd,Financial Services,Ajay Srivastava,AG004,COMP004,PLANT04,MG04,2026-01-04,SAP
SAPACC5155,Gupta Services Ltd,Retail,Ramesh Singh,AG003,COMP003,PLANT03,MG03,2026-01-14,SAP
SAPACC5073,Mehta Industries Ltd,Transportation,Sachin Pandey,AG001,COMP001,PLANT01,MG01,2026-01-03,SAP
SAPACC5625,Patel Consulting Ltd,Technology,Rekha Patel,AG001,COMP001,PLANT01,MG01,2026-01-24,SAP
SAPACC5587,Reddy Services Ltd,Retail,Rohit Verma,AG003,COMP003,PLANT03,MG03,2026-03-24,SAP
SAPACC5098,Menon Finance Ltd,Manufacturing,Amit Pandey,AG002,COMP002,PLANT02,MG02,2026-02-01,SAP
SAPACC5715,Reddy Textiles Ltd,Retail,Rohit Srivastava,AG003,COMP003,PLANT03,MG03,2026-03-21,SAP
SAPACC5479,Kapoor Pharmaceuticals Ltd,Financial Services,Jane Kumar,AG007,COMP007,PLANT07,MG07,2026-01-03,SAP
SAPACC5292,Guptha Logistics Ltd,Healthcare,Sunil Gupta,AG004,COMP004,PLANT04,MG04,2026-01-04,SAP
SAPACC5612,Menon Traders Ltd,Manufacturing,Meena Mishra,AG004,COMP004,PLANT04,MG04,2026-02-14,SAP
SAPACC5179,Patil Foods Ltd,Financial Services,Anita Chopra,AG003,COMP003,PLANT03,MG03,2026-02-01,SAP
SAPACC5400,Menon Solutions Ltd,Financial Services,Rahul Patel,AG008,COMP008,PLANT08,MG08,2026-01-15,SAP
SAPACC5005,Tiwari Enterprises Ltd,Technology,Neha Reddy,AG005,COMP005,PLANT05,MG05,2026-03-24,SAP
SAPACC5696,Kaur Services Ltd,Healthcare,John Sharma,AG008,COMP008,PLANT08,MG08,2026-02-24,SAP
SAPACC5779,Srivastava Finance Ltd,Retail,Alok Verma,AG003,COMP003,PLANT03,MG03,2026-01-08,SAP
SAPACC5015,Malhotra Finance Ltd,Retail,Meena Menon,AG007,COMP007,PLANT07,MG07,2026-03-04,SAP
SAPACC5831,Reddy Logistics Ltd,Financial Services,Divya Nair,AG007,COMP007,PLANT07,MG07,2026-03-02,SAP
SAPACC5848,Tiwari Logistics Ltd,Financial Services,Vikas Yadav,AG008,COMP008,PLANT08,MG08,2026-03-15,SAP
SAPACC5771,Patel Foods Ltd,Financial Services,Ajay Kumar,AG003,COMP003,PLANT03,MG03,2026-03-18,SAP
SAPACC5280,Verma Textiles Ltd,Healthcare,Divya Pandey,AG008,COMP008,PLANT08,MG08,2026-02-15,SAP
SAPACC5743,Reddy Industries Ltd,Retail,Ramesh Shah,AG007,COMP007,PLANT07,MG07,2026-03-28,SAP
SAPACC5535,Kapoor Healthcare Ltd,Manufacturing,Anjali Bajaj,AG007,COMP007,PLANT07,MG07,2026-03-16,SAP
