transaction_id,customer_id,account_id,transaction_type,amount,currency,document_number,company_code,plant_id,material_group,transaction_date,source_system
SAPTXN5425,SAP1425,SAPACC1425,Credit,10710,INR,DOC020,COMP001,PLANT01,MG01,2026-01-12,SAP
SAPTXN5433,SAP1433,SAPACC1433,Refund,20300,INR,DOC005,COMP001,PLANT01,MG01,2026-02-02,SAP
SAPTXN5574,SAP1574,SAPACC1574,Payment,40417,INR,DOC003,COMP006,PLANT06,MG06,2026-01-22,SAP
SAPTXN5395,SAP1395,SAPACC1395,Invoice,6304,INR,DOC019,COMP003,PLANT03,MG03,2026-03-11,SAP
SAPTXN5109,SAP1109,SAPACC1109,Payment,39047,INR,DOC017,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPTXN5585,SAP1585,SAPACC1585,Refund,32899,INR,DOC001,COMP001,PLANT01,MG01,2026-02-18,SAP
SAPTXN5942,SAP1942,SAPACC1942,Payment,10441,INR,DOC016,COMP006,PLANT06,MG06,2026-01-07,SAP
SAPTXN5094,SAP1094,SAPACC1094,Credit,17687,INR,DOC015,COMP006,PLANT06,MG06,2026-01-15,SAP
SAPTXN5787,SAP1787,SAPACC1787,Credit,16046,INR,DOC009,COMP003,PLANT03,MG03,2026-03-08,SAP
SAPTXN5062,SAP1062,SAPACC1062,Credit,18569,INR,DOC016,COMP006,PLANT06,MG06,2026-03-01,SAP
SAPTXN5525,SAP1525,SAPACC1525,Credit,13503,INR,DOC019,COMP005,PLANT05,MG05,2026-01-08,SAP
SAPTXN5895,SAP1895,SAPACC1895,Invoice,33471,INR,DOC002,COMP007,PLANT07,MG07,2026-02-13,SAP
SAPTXN5498,SAP1498,SAPACC1498,Invoice,43814,INR,DOC005,COMP002,PLANT02,MG02,2026-01-19,SAP
SAPTXN5631,SAP1631,SAPACC1631,Payment,17607,INR,DOC009,COMP007,PLANT07,MG07,2026-01-03,SAP
SAPTXN5243,SAP1243,SAPACC1243,Invoice,15852,INR,DOC001,COMP003,PLANT03,MG03,2026-01-10,SAP
SAPTXN5347,SAP1347,SAPACC1347,Payment,44260,INR,DOC008,COMP003,PLANT03,MG03,2026-01-25,SAP
SAPTXN5083,SAP1083,SAPACC1083,Credit,12162,INR,DOC007,COMP003,PLANT03,MG03,2026-01-04,SAP
SAPTXN5879,SAP1879,SAPACC1879,Order,28450,INR,DOC003,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPTXN5822,SAP1822,SAPACC1822,Refund,48449,INR,DOC016,COMP006,PLANT06,MG06,2026-03-24,SAP
SAPTXN5592,SAP1592,SAPACC1592,Order,4387,INR,DOC014,COMP008,PLANT08,MG08,2026-01-21,SAP
SAPTXN5131,SAP1131,SAPACC1131,Payment,7557,INR,DOC016,COMP003,PLANT03,MG03,2026-03-14,SAP
SAPTXN5157,SAP1157,SAPACC1157,Order,27322,INR,DOC007,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPTXN5389,SAP1389,SAPACC1389,Credit,24198,INR,DOC001,COMP005,PLANT05,MG05,2026-02-07,SAP
SAPTXN5376,SAP1376,SAPACC1376,Refund,46185,INR,DOC004,COMP008,PLANT08,MG08,2026-03-08,SAP
SAPTXN5149,SAP1149,SAPACC1149,Payment,39975,INR,DOC003,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPTXN5936,SAP1936,SAPACC1936,Refund,32402,INR,DOC003,COMP008,PLANT08,MG08,2026-02-03,SAP
SAPTXN5019,SAP1019,SAPACC1019,Invoice,47684,INR,DOC001,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPTXN5146,SAP1146,SAPACC1146,Refund,21330,INR,DOC005,COMP002,PLANT02,MG02,2026-01-28,SAP
SAPTXN5421,SAP1421,SAPACC1421,Refund,17985,INR,DOC012,COMP005,PLANT05,MG05,2026-02-14,SAP
SAPTXN5409,SAP1409,SAPACC1409,Refund,9988,INR,DOC012,COMP001,PLANT01,MG01,2026-03-15,SAP
SAPTXN5715,SAP1715,SAPACC1715,Refund,17546,INR,DOC018,COMP003,PLANT03,MG03,2026-03-31,SAP
SAPTXN5796,SAP1796,SAPACC1796,Credit,45092,INR,DOC017,COMP004,PLANT04,MG04,2026-03-07,SAP
SAPTXN5484,SAP1484,SAPACC1484,Invoice,22856,INR,DOC001,COMP004,PLANT04,MG04,2026-02-26,SAP
SAPTXN5385,SAP1385,SAPACC1385,Refund,32813,INR,DOC016,COMP001,PLANT01,MG01,2026-01-11,SAP
SAPTXN5782,SAP1782,SAPACC1782,Credit,45397,INR,DOC004,COMP006,PLANT06,MG06,2026-03-16,SAP
SAPTXN5770,SAP1770,SAPACC1770,Credit,8714,INR,DOC013,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPTXN5783,SAP1783,SAPACC1783,Credit,26921,INR,DOC006,COMP007,PLANT07,MG07,2026-02-22,SAP
SAPTXN5236,SAP1236,SAPACC1236,Invoice,44023,INR,DOC003,COMP004,PLANT04,MG04,2026-01-02,SAP
SAPTXN5856,SAP1856,SAPACC1856,Payment,8277,INR,DOC010,COMP008,PLANT08,MG08,2026-02-18,SAP
SAPTXN5453,SAP1453,SAPACC1453,Invoice,2514,INR,DOC015,COMP005,PLANT05,MG05,2026-01-21,SAP
SAPTXN5575,SAP1575,SAPACC1575,Credit,48540,INR,DOC006,COMP007,PLANT07,MG07,2026-03-30,SAP
SAPTXN5156,SAP1156,SAPACC1156,Invoice,14750,INR,DOC013,COMP004,PLANT04,MG04,2026-02-09,SAP
SAPTXN5498,SAP1498,SAPACC1498,Invoice,43814,INR,DOC005,COMP002,PLANT02,MG02,2026-01-19,SAP
SAPTXN5060,SAP1060,SAPACC1060,Invoice,28394,INR,DOC007,COMP004,PLANT04,MG04,2026-03-25,SAP
SAPTXN5136,SAP1136,SAPACC1136,Payment,14903,INR,DOC001,COMP008,PLANT08,MG08,2026-02-14,SAP
SAPTXN5677,SAP1677,SAPACC1677,Credit,14235,INR,DOC013,COMP005,PLANT05,MG05,2026-01-29,SAP
SAPTXN5231,SAP1231,SAPACC1231,Order,6524,INR,DOC018,COMP007,PLANT07,MG07,2026-02-27,SAP
SAPTXN5235,SAP1235,SAPACC1235,Order,36937,INR,DOC006,COMP003,PLANT03,MG03,2026-03-09,SAP
SAPTXN5711,SAP1711,SAPACC1711,Order,12924,INR,DOC011,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPTXN5386,SAP1386,SAPACC1386,Invoice,20751,INR,DOC020,COMP002,PLANT02,MG02,2026-01-17,SAP
SAPTXN5483,SAP1483,SAPACC1483,Credit,9130,INR,DOC001,COMP003,PLANT03,MG03,2026-01-19,SAP
SAPTXN5470,SAP1470,SAPACC1470,Credit,46361,INR,DOC011,COMP006,PLANT06,MG06,2026-03-04,SAP
SAPTXN5469,SAP1469,SAPACC1469,Payment,31907,INR,DOC014,COMP005,PLANT05,MG05,2026-01-23,SAP
SAPTXN5427,SAP1427,SAPACC1427,Order,29895,INR,DOC007,COMP003,PLANT03,MG03,2026-01-08,SAP
SAPTXN5357,SAP1357,SAPACC1357,Invoice,34131,INR,DOC014,COMP005,PLANT05,MG05,2026-02-03,SAP
SAPTXN5202,SAP1202,SAPACC1202,Invoice,40639,INR,DOC002,COMP002,PLANT02,MG02,2026-01-07,SAP
SAPTXN5119,SAP1119,SAPACC1119,Payment,4249,INR,DOC013,COMP007,PLANT07,MG07,2026-03-01,SAP
SAPTXN5787,SAP1787,SAPACC1787,Credit,16046,INR,DOC009,COMP003,PLANT03,MG03,2026-03-08,SAP
SAPTXN5234,SAP1234,SAPACC1234,Refund,26610,INR,DOC003,COMP002,PLANT02,MG02,2026-03-11,SAP
SAPTXN5082,SAP1082,SAPACC1082,Invoice,8352,INR,DOC013,COMP002,PLANT02,MG02,2026-01-20,SAP
SAPTXN5939,SAP1939,SAPACC1939,Credit,18631,INR,DOC003,COMP003,PLANT03,MG03,2026-01-11,SAP
SAPTXN5873,SAP1873,SAPACC1873,Credit,14666,INR,DOC019,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPTXN5117,SAP1117,SAPACC1117,Refund,48576,INR,DOC009,COMP005,PLANT05,MG05,2026-03-14,SAP
SAPTXN5485,SAP1485,SAPACC1485,Credit,45665,INR,DOC020,COMP005,PLANT05,MG05,2026-02-12,SAP
SAPTXN5015,SAP1015,SAPACC1015,Order,14610,INR,DOC006,COMP007,PLANT07,MG07,2026-01-20,SAP
SAPTXN5057,SAP1057,SAPACC1057,Order,3374,INR,DOC017,COMP001,PLANT01,MG01,2026-01-20,SAP
SAPTXN5115,SAP1115,SAPACC1115,Credit,9190,INR,DOC009,COMP003,PLANT03,MG03,2026-02-06,SAP
SAPTXN5013,SAP1013,SAPACC1013,Refund,46556,INR,DOC012,COMP005,PLANT05,MG05,2026-03-20,SAP
SAPTXN5098,SAP1098,SAPACC1098,Payment,23477,INR,DOC008,COMP002,PLANT02,MG02,2026-01-05,SAP
SAPTXN5034,SAP1034,SAPACC1034,Invoice,9426,INR,DOC018,COMP002,PLANT02,MG02,2026-03-06,SAP
SAPTXN5111,SAP1111,SAPACC1111,Credit,39716,INR,DOC013,COMP007,PLANT07,MG07,2026-01-09,SAP
SAPTXN5209,SAP1209,SAPACC1209,Payment,47886,INR,DOC002,COMP001,PLANT01,MG01,2026-03-23,SAP
SAPTXN5074,SAP1074,SAPACC1074,Credit,46461,INR,DOC012,COMP002,PLANT02,MG02,2026-03-23,SAP
SAPTXN5361,SAP1361,SAPACC1361,Credit,46258,INR,DOC018,COMP001,PLANT01,MG01,2026-01-14,SAP
SAPTXN5461,SAP1461,SAPACC1461,Order,34227,INR,DOC018,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPTXN5164,SAP1164,SAPACC1164,Refund,29042,INR,DOC004,COMP004,PLANT04,MG04,2026-01-26,SAP
SAPTXN5291,SAP1291,SAPACC1291,Refund,3677,INR,DOC019,COMP003,PLANT03,MG03,2026-02-10,SAP
SAPTXN5799,SAP1799,SAPACC1799,Credit,5625,INR,DOC008,COMP007,PLANT07,MG07,2026-02-02,SAP
SAPTXN5495,SAP1495,SAPACC1495,Invoice,1700,INR,DOC019,COMP007,PLANT07,MG07,2026-02-01,SAP
SAPTXN5253,SAP1253,SAPACC1253,Invoice,18509,INR,DOC009,COMP005,PLANT05,MG05,2026-01-05,SAP
SAPTXN5472,SAP1472,SAPACC1472,Order,43721,INR,DOC008,COMP008,PLANT08,MG08,2026-02-06,SAP
SAPTXN5327,SAP1327,SAPACC1327,Credit,16111,INR,DOC006,COMP007,PLANT07,MG07,2026-02-14,SAP
SAPTXN5311,SAP1311,SAPACC1311,Order,35319,INR,DOC009,COMP007,PLANT07,MG07,2026-03-09,SAP
SAPTXN5303,SAP1303,SAPACC1303,Invoice,25404,INR,DOC009,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPTXN5915,SAP1915,SAPACC1915,Credit,5113,INR,DOC004,COMP003,PLANT03,MG03,2026-02-06,SAP
SAPTXN5071,SAP1071,SAPACC1071,Order,30039,INR,DOC019,COMP007,PLANT07,MG07,2026-03-31,SAP
SAPTXN5932,SAP1932,SAPACC1932,Refund,44138,INR,DOC020,COMP004,PLANT04,MG04,2026-01-14,SAP
SAPTXN5338,SAP1338,SAPACC1338,Credit,16573,INR,DOC006,COMP002,PLANT02,MG02,2026-01-25,SAP
SAPTXN5845,SAP1845,SAPACC1845,Refund,14496,INR,DOC011,COMP005,PLANT05,MG05,2026-01-26,SAP
SAPTXN5601,SAP1601,SAPACC1601,Payment,30631,INR,DOC001,COMP001,PLANT01,MG01,2026-03-12,SAP
SAPTXN5897,SAP1897,SAPACC1897,Invoice,33900,INR,DOC002,COMP001,PLANT01,MG01,2026-01-07,SAP
SAPTXN5429,SAP1429,SAPACC1429,Order,42020,INR,DOC008,COMP005,PLANT05,MG05,2026-03-16,SAP
SAPTXN5569,SAP1569,SAPACC1569,Payment,34973,INR,DOC019,COMP001,PLANT01,MG01,2026-02-21,SAP
SAPTXN5476,SAP1476,SAPACC1476,Invoice,35565,INR,DOC009,COMP004,PLANT04,MG04,2026-02-07,SAP
SAPTXN5187,SAP1187,SAPACC1187,Order,38237,INR,DOC009,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPTXN5723,SAP1723,SAPACC1723,Credit,19823,INR,DOC009,COMP003,PLANT03,MG03,2026-01-25,SAP
SAPTXN5423,SAP1423,SAPACC1423,Payment,44908,INR,DOC007,COMP007,PLANT07,MG07,2026-03-30,SAP
SAPTXN5704,SAP1704,SAPACC1704,Refund,19054,INR,DOC016,COMP008,PLANT08,MG08,2026-03-22,SAP
SAPTXN5566,SAP1566,SAPACC1566,Refund,37176,INR,DOC020,COMP006,PLANT06,MG06,2026-02-20,SAP
SAPTXN5872,SAP1872,SAPACC1872,Payment,39578,INR,DOC006,COMP008,PLANT08,MG08,2026-02-10,SAP
SAPTXN5935,SAP1935,SAPACC1935,Order,10941,INR,DOC001,COMP007,PLANT07,MG07,2026-03-21,SAP
SAPTXN5920,SAP1920,SAPACC1920,Credit,48234,INR,DOC014,COMP008,PLANT08,MG08,2026-03-13,SAP
SAPTXN5173,SAP1173,SAPACC1173,Refund,29449,INR,DOC017,COMP005,PLANT05,MG05,2026-02-26,SAP
SAPTXN5705,SAP1705,SAPACC1705,Payment,11170,INR,DOC016,COMP001,PLANT01,MG01,2026-02-18,SAP
SAPTXN5594,SAP1594,SAPACC1594,Credit,34885,INR,DOC003,COMP002,PLANT02,MG02,2026-03-18,SAP
SAPTXN5928,SAP1928,SAPACC1928,Credit,49763,INR,DOC008,COMP008,PLANT08,MG08,2026-02-25,SAP
SAPTXN5587,SAP1587,SAPACC1587,Payment,38021,INR,DOC002,COMP003,PLANT03,MG03,2026-02-06,SAP
SAPTXN5475,SAP1475,SAPACC1475,Refund,5218,INR,DOC020,COMP003,PLANT03,MG03,2026-01-25,SAP
SAPTXN5147,SAP1147,SAPACC1147,Payment,30251,INR,DOC019,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPTXN5722,SAP1722,SAPACC1722,Invoice,37571,INR,DOC003,COMP002,PLANT02,MG02,2026-03-12,SAP
SAPTXN5281,SAP1281,SAPACC1281,Order,21793,INR,DOC012,COMP001,PLANT01,MG01,2026-03-21,SAP
SAPTXN5499,SAP1499,SAPACC1499,Refund,33880,INR,DOC013,COMP003,PLANT03,MG03,2026-03-14,SAP
SAPTXN5096,SAP1096,SAPACC1096,Payment,40334,INR,DOC016,COMP008,PLANT08,MG08,2026-01-01,SAP
SAPTXN5312,SAP1312,SAPACC1312,Order,15908,INR,DOC005,COMP008,PLANT08,MG08,2026-03-28,SAP
SAPTXN5230,SAP1230,SAPACC1230,Payment,41093,INR,DOC002,COMP006,PLANT06,MG06,2026-03-24,SAP
SAPTXN5581,SAP1581,SAPACC1581,Invoice,36372,INR,DOC018,COMP005,PLANT05,MG05,2026-01-17,SAP
SAPTXN5823,SAP1823,SAPACC1823,Payment,32666,INR,DOC011,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPTXN5448,SAP1448,SAPACC1448,Payment,2187,INR,DOC020,COMP008,PLANT08,MG08,2026-02-25,SAP
SAPTXN5882,SAP1882,SAPACC1882,Order,40723,INR,DOC009,COMP002,PLANT02,MG02,2026-03-02,SAP
SAPTXN5518,SAP1518,SAPACC1518,Order,37687,INR,DOC020,COMP006,PLANT06,MG06,2026-03-23,SAP
SAPTXN5045,SAP1045,SAPACC1045,Payment,1986,INR,DOC019,COMP005,PLANT05,MG05,2026-01-29,SAP
SAPTXN5212,SAP1212,SAPACC1212,Order,6817,INR,DOC013,COMP004,PLANT04,MG04,2026-01-10,SAP
SAPTXN5263,SAP1263,SAPACC1263,Order,28307,INR,DOC013,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPTXN5089,SAP1089,SAPACC1089,Refund,26574,INR,DOC013,COMP001,PLANT01,MG01,2026-01-08,SAP
SAPTXN5349,SAP1349,SAPACC1349,Invoice,15489,INR,DOC004,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPTXN5914,SAP1914,SAPACC1914,Refund,9556,INR,DOC007,COMP002,PLANT02,MG02,2026-03-03,SAP
SAPTXN5530,SAP1530,SAPACC1530,Order,25014,INR,DOC001,COMP002,PLANT02,MG02,2026-03-10,SAP
SAPTXN5339,SAP1339,SAPACC1339,Refund,31434,INR,DOC001,COMP003,PLANT03,MG03,2026-02-17,SAP
SAPTXN5672,SAP1672,SAPACC1672,Refund,23943,INR,DOC008,COMP008,PLANT08,MG08,2026-01-31,SAP
SAPTXN5586,SAP1586,SAPACC1586,Refund,21867,INR,DOC014,COMP002,PLANT02,MG02,2026-01-14,SAP
SAPTXN5341,SAP1341,SAPACC1341,Order,22514,INR,DOC004,COMP005,PLANT05,MG05,2026-03-24,SAP
SAPTXN5812,SAP1812,SAPACC1812,Invoice,22236,INR,DOC007,COMP004,PLANT04,MG04,2026-02-19,SAP
SAPTXN5688,SAP1688,SAPACC1688,Payment,40275,INR,DOC003,COMP008,PLANT08,MG08,2026-03-03,SAP
SAPTXN5884,SAP1884,SAPACC1884,Order,25458,INR,DOC012,COMP004,PLANT04,MG04,2026-02-02,SAP
SAPTXN5833,SAP1833,SAPACC1833,Order,534,INR,DOC002,COMP001,PLANT01,MG01,2026-03-23,SAP
SAPTXN5011,SAP1011,SAPACC1011,Payment,2087,INR,DOC018,COMP003,PLANT03,MG03,2026-02-15,SAP
SAPTXN5604,SAP1604,SAPACC1604,Credit,16184,INR,DOC017,COMP004,PLANT04,MG04,2026-02-16,SAP
SAPTXN5546,SAP1546,SAPACC1546,Invoice,32009,INR,DOC006,COMP002,PLANT02,MG02,2026-02-06,SAP
SAPTXN5015,SAP1015,SAPACC1015,Order,14610,INR,DOC006,COMP007,PLANT07,MG07,2026-01-20,SAP
SAPTXN5810,SAP1810,SAPACC1810,Refund,47632,INR,DOC006,COMP002,PLANT02,MG02,2026-03-18,SAP
SAPTXN5133,SAP1133,SAPACC1133,Invoice,23529,INR,DOC013,COMP005,PLANT05,MG05,2026-02-20,SAP
SAPTXN5331,SAP1331,SAPACC1331,Invoice,33350,INR,DOC005,COMP003,PLANT03,MG03,2026-02-12,SAP
SAPTXN5240,SAP1240,SAPACC1240,Refund,20940,INR,DOC004,COMP008,PLANT08,MG08,2026-01-24,SAP
SAPTXN5514,SAP1514,SAPACC1514,Refund,47652,INR,DOC008,COMP002,PLANT02,MG02,2026-02-20,SAP
SAPTXN5718,SAP1718,SAPACC1718,Credit,5279,INR,DOC017,COMP006,PLANT06,MG06,2026-02-04,SAP
SAPTXN5776,SAP1776,SAPACC1776,Order,22747,INR,DOC001,COMP008,PLANT08,MG08,2026-02-22,SAP
SAPTXN5898,SAP1898,SAPACC1898,Payment,27001,INR,DOC001,COMP002,PLANT02,MG02,2026-03-03,SAP
SAPTXN5579,SAP1579,SAPACC1579,Order,29478,INR,DOC003,COMP003,PLANT03,MG03,2026-03-10,SAP
SAPTXN5373,SAP1373,SAPACC1373,Refund,26574,INR,DOC018,COMP005,PLANT05,MG05,2026-03-13,SAP
SAPTXN5702,SAP1702,SAPACC1702,Payment,12960,INR,DOC016,COMP006,PLANT06,MG06,2026-02-01,SAP
SAPTXN5713,SAP1713,SAPACC1713,Credit,7254,INR,DOC011,COMP001,PLANT01,MG01,2026-03-26,SAP
SAPTXN5778,SAP1778,SAPACC1778,Invoice,46040,INR,DOC004,COMP002,PLANT02,MG02,2026-02-09,SAP
SAPTXN5463,SAP1463,SAPACC1463,Payment,3599,INR,DOC013,COMP007,PLANT07,MG07,2026-03-28,SAP
SAPTXN5038,SAP1038,SAPACC1038,Payment,18633,INR,DOC017,COMP006,PLANT06,MG06,2026-02-20,SAP
SAPTXN5309,SAP1309,SAPACC1309,Invoice,37813,INR,DOC012,COMP005,PLANT05,MG05,2026-01-11,SAP
SAPTXN5306,SAP1306,SAPACC1306,Payment,9227,INR,DOC009,COMP002,PLANT02,MG02,2026-01-10,SAP
SAPTXN5328,SAP1328,SAPACC1328,Payment,4006,INR,DOC004,COMP008,PLANT08,MG08,2026-01-10,SAP
SAPTXN5849,SAP1849,SAPACC1849,Order,42960,INR,DOC008,COMP001,PLANT01,MG01,2026-03-15,SAP
SAPTXN5175,SAP1175,SAPACC1175,Order,2051,INR,DOC015,COMP007,PLANT07,MG07,2026-01-26,SAP
SAPTXN5394,SAP1394,SAPACC1394,Invoice,32980,INR,DOC018,COMP002,PLANT02,MG02,2026-01-28,SAP
SAPTXN5380,SAP1380,SAPACC1380,Credit,44565,INR,DOC019,COMP004,PLANT04,MG04,2026-01-10,SAP
SAPTXN5750,SAP1750,SAPACC1750,Refund,15264,INR,DOC019,COMP006,PLANT06,MG06,2026-01-26,SAP
SAPTXN5022,SAP1022,SAPACC1022,Payment,16512,INR,DOC018,COMP006,PLANT06,MG06,2026-02-05,SAP
SAPTXN5466,SAP1466,SAPACC1466,Order,14195,INR,DOC014,COMP002,PLANT02,MG02,2026-02-19,SAP
SAPTXN5161,SAP1161,SAPACC1161,Order,16740,INR,DOC003,COMP001,PLANT01,MG01,2026-01-06,SAP
SAPTXN5824,SAP1824,SAPACC1824,Payment,7745,INR,DOC011,COMP008,PLANT08,MG08,2026-02-25,SAP
SAPTXN5292,SAP1292,SAPACC1292,Invoice,40620,INR,DOC007,COMP004,PLANT04,MG04,2026-02-04,SAP
SAPTXN5576,SAP1576,SAPACC1576,Invoice,8447,INR,DOC001,COMP008,PLANT08,MG08,2026-02-28,SAP
SAPTXN5408,SAP1408,SAPACC1408,Payment,49301,INR,DOC005,COMP008,PLANT08,MG08,2026-02-27,SAP
SAPTXN5396,SAP1396,SAPACC1396,Order,1886,INR,DOC020,COMP004,PLANT04,MG04,2026-01-29,SAP
SAPTXN5439,SAP1439,SAPACC1439,Invoice,2757,INR,DOC008,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPTXN5362,SAP1362,SAPACC1362,Credit,24814,INR,DOC013,COMP002,PLANT02,MG02,2026-01-07,SAP
SAPTXN5802,SAP1802,SAPACC1802,Order,11722,INR,DOC007,COMP002,PLANT02,MG02,2026-03-23,SAP
SAPTXN5791,SAP1791,SAPACC1791,Invoice,29697,INR,DOC005,COMP007,PLANT07,MG07,2026-03-19,SAP
SAPTXN5903,SAP1903,SAPACC1903,Order,14350,INR,DOC005,COMP007,PLANT07,MG07,2026-02-07,SAP
SAPTXN5087,SAP1087,SAPACC1087,Invoice,8566,INR,DOC020,COMP007,PLANT07,MG07,2026-01-22,SAP
SAPTXN5555,SAP1555,SAPACC1555,Credit,49160,INR,DOC010,COMP003,PLANT03,MG03,2026-03-30,SAP
SAPTXN5820,SAP1820,SAPACC1820,Credit,17095,INR,DOC012,COMP004,PLANT04,MG04,2026-01-15,SAP
SAPTXN5865,SAP1865,SAPACC1865,Refund,35986,INR,DOC014,COMP001,PLANT01,MG01,2026-03-03,SAP
SAPTXN5414,SAP1414,SAPACC1414,Invoice,36183,INR,DOC013,COMP006,PLANT06,MG06,2026-02-12,SAP
SAPTXN5641,SAP1641,SAPACC1641,Payment,5071,INR,DOC020,COMP001,PLANT01,MG01,2026-03-05,SAP
SAPTXN5279,SAP1279,SAPACC1279,Invoice,32183,INR,DOC006,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPTXN5697,SAP1697,SAPACC1697,Credit,34722,INR,DOC006,COMP001,PLANT01,MG01,2026-02-04,SAP
SAPTXN5416,SAP1416,SAPACC1416,Refund,46744,INR,DOC013,COMP008,PLANT08,MG08,2026-02-27,SAP
SAPTXN5866,SAP1866,SAPACC1866,Credit,25395,INR,DOC016,COMP002,PLANT02,MG02,2026-01-12,SAP
SAPTXN5479,SAP1479,SAPACC1479,Credit,15724,INR,DOC003,COMP007,PLANT07,MG07,2026-03-02,SAP
SAPTXN5537,SAP1537,SAPACC1537,Order,27668,INR,DOC012,COMP001,PLANT01,MG01,2026-01-06,SAP
SAPTXN5297,SAP1297,SAPACC1297,Credit,35769,INR,DOC018,COMP001,PLANT01,MG01,2026-02-09,SAP
SAPTXN5350,SAP1350,SAPACC1350,Invoice,22323,INR,DOC007,COMP006,PLANT06,MG06,2026-01-27,SAP
SAPTXN5444,SAP1444,SAPACC1444,Invoice,35539,INR,DOC002,COMP004,PLANT04,MG04,2026-01-28,SAP
SAPTXN5922,SAP1922,SAPACC1922,Credit,23348,INR,DOC008,COMP002,PLANT02,MG02,2026-03-22,SAP
SAPTXN5095,SAP1095,SAPACC1095,Payment,45825,INR,DOC009,COMP007,PLANT07,MG07,2026-01-15,SAP
SAPTXN5909,SAP1909,SAPACC1909,Invoice,47864,INR,DOC011,COMP005,PLANT05,MG05,2026-01-29,SAP
SAPTXN5804,SAP1804,SAPACC1804,Invoice,29977,INR,DOC014,COMP004,PLANT04,MG04,2026-01-09,SAP
SAPTXN5825,SAP1825,SAPACC1825,Payment,41684,INR,DOC014,COMP001,PLANT01,MG01,2026-01-09,SAP
SAPTXN5868,SAP1868,SAPACC1868,Invoice,41379,INR,DOC005,COMP004,PLANT04,MG04,2026-03-30,SAP
SAPTXN5172,SAP1172,SAPACC1172,Payment,46792,INR,DOC008,COMP004,PLANT04,MG04,2026-01-01,SAP
SAPTXN5507,SAP1507,SAPACC1507,Invoice,40996,INR,DOC011,COMP003,PLANT03,MG03,2026-02-01,SAP
SAPTXN5441,SAP1441,SAPACC1441,Refund,43515,INR,DOC015,COMP001,PLANT01,MG01,2026-01-21,SAP
SAPTXN5736,SAP1736,SAPACC1736,Refund,44509,INR,DOC010,COMP008,PLANT08,MG08,2026-03-04,SAP
SAPTXN5748,SAP1748,SAPACC1748,Order,47905,INR,DOC004,COMP004,PLANT04,MG04,2026-02-20,SAP
SAPTXN5116,SAP1116,SAPACC1116,Credit,39319,INR,DOC017,COMP004,PLANT04,MG04,2026-03-04,SAP
SAPTXN5010,SAP1010,SAPACC1010,Invoice,2922,INR,DOC002,COMP002,PLANT02,MG02,2026-02-15,SAP
SAPTXN5817,SAP1817,SAPACC1817,Credit,18660,INR,DOC007,COMP001,PLANT01,MG01,2026-03-03,SAP
SAPTXN5065,SAP1065,SAPACC1065,Invoice,41501,INR,DOC012,COMP001,PLANT01,MG01,2026-03-26,SAP
SAPTXN5860,SAP1860,SAPACC1860,Refund,15925,INR,DOC017,COMP004,PLANT04,MG04,2026-01-09,SAP
SAPTXN5316,SAP1316,SAPACC1316,Credit,10017,INR,DOC013,COMP004,PLANT04,MG04,2026-02-16,SAP
SAPTXN5772,SAP1772,SAPACC1772,Credit,13700,INR,DOC019,COMP004,PLANT04,MG04,2026-03-20,SAP
SAPTXN5523,SAP1523,SAPACC1523,Invoice,32933,INR,DOC016,COMP003,PLANT03,MG03,2026-02-22,SAP
SAPTXN5023,SAP1023,SAPACC1023,Payment,14933,INR,DOC014,COMP007,PLANT07,MG07,2026-02-25,SAP
SAPTXN5355,SAP1355,SAPACC1355,Order,28241,INR,DOC002,COMP003,PLANT03,MG03,2026-01-27,SAP
SAPTXN5376,SAP1376,SAPACC1376,Refund,46185,INR,DOC004,COMP008,PLANT08,MG08,2026-03-08,SAP
SAPTXN5526,SAP1526,SAPACC1526,Refund,4825,INR,DOC008,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5438,SAP1438,SAPACC1438,Refund,44956,INR,DOC005,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5162,SAP1162,SAPACC1162,Order,46539,INR,DOC011,COMP002,PLANT02,MG02,2026-01-16,SAP
SAPTXN5712,SAP1712,SAPACC1712,Refund,20690,INR,DOC005,COMP008,PLANT08,MG08,2026-02-15,SAP
SAPTXN5399,SAP1399,SAPACC1399,Invoice,31665,INR,DOC004,COMP007,PLANT07,MG07,2026-01-26,SAP
