transaction_id,customer_id,account_id,transaction_type,amount,currency,opportunity_id,opportunity_stage,campaign_id,transaction_date,source_system
SFTXN5724,SF1724,SFACC1724,Credit,11962,USD,OPP0724,Qualification,CAMP045,2024-01-11 00:00:00,Salesforce
SFTXN5933,SF1933,SFACC1933,Order,25485,USD,OPP0933,Qualification,CAMP015,2024-01-16 00:00:00,Salesforce
SFTXN5670,SF1670,SFACC1670,Invoice,32113,USD,OPP0670,Qualification,CAMP030,2025-12-19 00:00:00,Salesforce
SFTXN5192,SF1192,SFACC1192,Credit,4573,USD,OPP0192,Qualification,CAMP001,2024-06-27 00:00:00,Salesforce
SFTXN5256,SF1256,SFACC1256,Invoice,40554,USD,OPP0256,Prospecting,CAMP004,2026-01-05 00:00:00,Salesforce
SFTXN5938,SF1938,SFACC1938,Credit,48344,USD,OPP0938,Qualification,CAMP005,2024-03-30 00:00:00,Salesforce
SFTXN5593,SF1593,SFACC1593,Payment,44112,USD,OPP0593,Prospecting,CAMP035,2025-01-08 00:00:00,Salesforce
SFTXN5074,SF1074,SFACC1074,Invoice,10451,USD,OPP0074,Negotiation,CAMP028,2024-01-21 00:00:00,Salesforce
SFTXN5472,SF1472,SFACC1472,Payment,28033,USD,OPP0472,Prospecting,CAMP042,2025-06-05 00:00:00,Salesforce
SFTXN5554,SF1554,SFACC1554,Invoice,9015,USD,OPP0554,Prospecting,CAMP027,2024-06-28 00:00:00,Salesforce
SFTXN5731,SF1731,SFACC1731,Refund,45019,USD,OPP0731,Closed Lost,CAMP005,2025-10-22 00:00:00,Salesforce
SFTXN5591,SF1591,SFACC1591,Order,37777,USD,OPP0591,Proposal,CAMP015,2024-09-17 00:00:00,Salesforce
SFTXN5652,SF1652,SFACC1652,Refund,26581,USD,OPP0652,Prospecting,CAMP048,2025-10-06 00:00:00,Salesforce
SFTXN5926,SF1926,SFACC1926,Payment,28594,USD,OPP0926,Closed Lost,CAMP004,2025-02-07 00:00:00,Salesforce
SFTXN5790,SF1790,SFACC1790,Credit,32413,USD,OPP0790,Qualification,CAMP027,2024-09-07 00:00:00,Salesforce
SFTXN5195,SF1195,SFACC1195,Payment,27377,USD,OPP0195,Negotiation,CAMP010,2024-07-13 00:00:00,Salesforce
SFTXN5748,SF1748,SFACC1748,Refund,26255,USD,OPP0748,Closed Lost,CAMP027,2024-10-16 00:00:00,Salesforce
SFTXN5060,SF1060,SFACC1060,Order,10243,USD,OPP0060,Qualification,CAMP025,2025-09-10 00:00:00,Salesforce
SFTXN5055,SF1055,SFACC1055,Order,17654,USD,OPP0055,Negotiation,CAMP002,2024-10-05 00:00:00,Salesforce
SFTXN5587,SF1587,SFACC1587,Invoice,23663,USD,OPP0587,Negotiation,CAMP018,2025-06-09 00:00:00,Salesforce
SFTXN5509,SF1509,SFACC1509,Credit,36253,USD,OPP0509,Closed Lost,CAMP027,2024-10-21 00:00:00,Salesforce
SFTXN5668,SF1668,SFACC1668,Credit,7240,USD,OPP0668,Proposal,CAMP039,2025-01-24 00:00:00,Salesforce
SFTXN5805,SF1805,SFACC1805,Credit,11321,USD,OPP0805,Closed Lost,CAMP040,2025-05-17 00:00:00,Salesforce
SFTXN5028,SF1028,SFACC1028,Order,3961,USD,OPP0028,Closed Lost,CAMP027,2024-09-26 00:00:00,Salesforce
SFTXN5562,SF1562,SFACC1562,Order,37149,USD,OPP0562,Closed Lost,CAMP014,2025-12-28 00:00:00,Salesforce
SFTXN5764,SF1764,SFACC1764,Invoice,2939,USD,OPP0764,Negotiation,CAMP008,2025-09-13 00:00:00,Salesforce
SFTXN5516,SF1516,SFACC1516,Credit,45985,USD,OPP0516,Closed Won,CAMP021,2025-05-11 00:00:00,Salesforce
SFTXN5915,SF1915,SFACC1915,Order,41981,USD,OPP0915,Closed Won,CAMP002,2024-07-18 00:00:00,Salesforce
SFTXN5372,SF1372,SFACC1372,Refund,16476,USD,OPP0372,Qualification,CAMP041,2024-11-03 00:00:00,Salesforce
SFTXN5762,SF1762,SFACC1762,Invoice,16737,USD,OPP0762,Closed Won,CAMP038,2026-03-02 00:00:00,Salesforce
SFTXN5050,SF1050,SFACC1050,Order,19888,USD,OPP0050,Closed Lost,CAMP001,2026-02-06 00:00:00,Salesforce
SFTXN5019,SF1019,SFACC1019,Order,35287,USD,OPP0019,Prospecting,CAMP027,2026-02-14 00:00:00,Salesforce
SFTXN5375,SF1375,SFACC1375,Payment,34069,USD,OPP0375,Closed Lost,CAMP046,2024-04-12 00:00:00,Salesforce
SFTXN5651,SF1651,SFACC1651,Payment,47388,USD,OPP0651,Negotiation,CAMP023,2025-12-19 00:00:00,Salesforce
SFTXN5321,SF1321,SFACC1321,Credit,45583,USD,OPP0321,Closed Lost,CAMP006,2025-02-19 00:00:00,Salesforce
SFTXN5834,SF1834,SFACC1834,Credit,37002,USD,OPP0834,Negotiation,CAMP038,2025-01-03 00:00:00,Salesforce
SFTXN5466,SF1466,SFACC1466,Payment,2683,USD,OPP0466,Closed Lost,CAMP031,2025-08-29 00:00:00,Salesforce
SFTXN5854,SF1854,SFACC1854,Payment,20949,USD,OPP0854,Proposal,CAMP040,2025-02-18 00:00:00,Salesforce
SFTXN5463,SF1463,SFACC1463,Invoice,10308,USD,OPP0463,Negotiation,CAMP048,2025-10-15 00:00:00,Salesforce
SFTXN5033,SF1033,SFACC1033,Credit,11668,USD,OPP0033,Closed Won,CAMP038,2025-03-19 00:00:00,Salesforce
SFTXN5402,SF1402,SFACC1402,Refund,39139,USD,OPP0402,Negotiation,CAMP018,2025-07-23 00:00:00,Salesforce
SFTXN5539,SF1539,SFACC1539,Invoice,35229,USD,OPP0539,Negotiation,CAMP015,2024-05-11 00:00:00,Salesforce
SFTXN5285,SF1285,SFACC1285,Refund,21419,USD,OPP0285,Closed Lost,CAMP026,2025-03-28 00:00:00,Salesforce
SFTXN5210,SF1210,SFACC1210,Order,31999,USD,OPP0210,Qualification,CAMP044,2024-07-08 00:00:00,Salesforce
SFTXN5502,SF1502,SFACC1502,Order,42753,USD,OPP0502,Proposal,CAMP020,2025-08-16 00:00:00,Salesforce
SFTXN5629,SF1629,SFACC1629,Refund,18610,USD,OPP0629,Closed Won,CAMP017,2025-03-17 00:00:00,Salesforce
SFTXN5066,SF1066,SFACC1066,Payment,41191,USD,OPP0066,Qualification,CAMP012,2024-07-04 00:00:00,Salesforce
SFTXN5747,SF1747,SFACC1747,Invoice,16413,USD,OPP0747,Closed Lost,CAMP019,2024-08-02 00:00:00,Salesforce
SFTXN5279,SF1279,SFACC1279,Payment,37884,USD,OPP0279,Qualification,CAMP001,2024-03-17 00:00:00,Salesforce
SFTXN5127,SF1127,SFACC1127,Refund,32885,USD,OPP0127,Negotiation,CAMP048,2024-05-04 00:00:00,Salesforce
SFTXN5911,SF1911,SFACC1911,Refund,20019,USD,OPP0911,Closed Lost,CAMP022,2024-06-12 00:00:00,Salesforce
SFTXN5641,SF1641,SFACC1641,Invoice,21500,USD,OPP0641,Closed Won,CAMP022,2024-07-19 00:00:00,Salesforce
SFTXN5606,SF1606,SFACC1606,Order,3895,USD,OPP0606,Closed Lost,CAMP039,2025-04-02 00:00:00,Salesforce
SFTXN5532,SF1532,SFACC1532,Order,24553,USD,OPP0532,Prospecting,CAMP045,2025-04-14 00:00:00,Salesforce
SFTXN5097,SF1097,SFACC1097,Refund,32140,USD,OPP0097,Closed Won,CAMP045,2025-01-20 00:00:00,Salesforce
SFTXN5165,SF1165,SFACC1165,Refund,32479,USD,OPP0165,Proposal,CAMP045,2024-10-11 00:00:00,Salesforce
SFTXN5644,SF1644,SFACC1644,Order,33390,USD,OPP0644,Closed Won,CAMP049,2024-07-18 00:00:00,Salesforce
SFTXN5763,SF1763,SFACC1763,Refund,5046,USD,OPP0763,Qualification,CAMP016,2025-02-27 00:00:00,Salesforce
SFTXN5918,SF1918,SFACC1918,Refund,35704,USD,OPP0918,Negotiation,CAMP004,2024-09-10 00:00:00,Salesforce
SFTXN5864,SF1864,SFACC1864,Credit,14615,USD,OPP0864,Proposal,CAMP003,2025-05-30 00:00:00,Salesforce
SFTXN5513,SF1513,SFACC1513,Invoice,35454,USD,OPP0513,Closed Won,CAMP011,2024-06-08 00:00:00,Salesforce
SFTXN5136,SF1136,SFACC1136,Credit,26569,USD,OPP0136,Qualification,CAMP037,2025-10-27 00:00:00,Salesforce
SFTXN5706,SF1706,SFACC1706,Payment,31464,USD,OPP0706,Qualification,CAMP006,2024-03-06 00:00:00,Salesforce
SFTXN5044,SF1044,SFACC1044,Credit,12425,USD,OPP0044,Negotiation,CAMP011,2025-09-12 00:00:00,Salesforce
SFTXN5827,SF1827,SFACC1827,Credit,42993,USD,OPP0827,Closed Won,CAMP040,2024-01-13 00:00:00,Salesforce
SFTXN5589,SF1589,SFACC1589,Refund,20519,USD,OPP0589,Negotiation,CAMP046,2024-11-29 00:00:00,Salesforce
SFTXN5561,SF1561,SFACC1561,Payment,4128,USD,OPP0561,Closed Won,CAMP001,2024-12-27 00:00:00,Salesforce
SFTXN5069,SF1069,SFACC1069,Payment,38130,USD,OPP0069,Qualification,CAMP034,2024-09-05 00:00:00,Salesforce
SFTXN5782,SF1782,SFACC1782,Payment,7560,USD,OPP0782,Closed Won,CAMP036,2024-06-24 00:00:00,Salesforce
SFTXN5266,SF1266,SFACC1266,Order,4871,USD,OPP0266,Closed Won,CAMP027,2024-01-23 00:00:00,Salesforce
SFTXN5399,SF1399,SFACC1399,Refund,39067,USD,OPP0399,Prospecting,CAMP044,2025-09-14 00:00:00,Salesforce
SFTXN5386,SF1386,SFACC1386,Credit,6638,USD,OPP0386,Qualification,CAMP033,2025-07-31 00:00:00,Salesforce
SFTXN5742,SF1742,SFACC1742,Payment,11197,USD,OPP0742,Qualification,CAMP023,2025-08-25 00:00:00,Salesforce
SFTXN5250,SF1250,SFACC1250,Order,20080,USD,OPP0250,Prospecting,CAMP031,2025-04-09 00:00:00,Salesforce
SFTXN5737,SF1737,SFACC1737,Payment,5403,USD,OPP0737,Negotiation,CAMP019,2025-11-09 00:00:00,Salesforce
SFTXN5393,SF1393,SFACC1393,Credit,36938,USD,OPP0393,Qualification,CAMP021,2025-06-20 00:00:00,Salesforce
SFTXN5945,SF1945,SFACC1945,Invoice,27545,USD,OPP0945,Closed Lost,CAMP001,2024-07-20 00:00:00,Salesforce
SFTXN5068,SF1068,SFACC1068,Payment,42099,USD,OPP0068,Prospecting,CAMP042,2025-05-24 00:00:00,Salesforce
SFTXN5590,SF1590,SFACC1590,Payment,2079,USD,OPP0590,Proposal,CAMP029,2024-11-16 00:00:00,Salesforce
SFTXN5331,SF1331,SFACC1331,Order,34598,USD,OPP0331,Negotiation,CAMP007,2026-01-05 00:00:00,Salesforce
SFTXN5768,SF1768,SFACC1768,Order,42490,USD,OPP0768,Prospecting,CAMP036,2025-04-21 00:00:00,Salesforce
SFTXN5537,SF1537,SFACC1537,Invoice,22844,USD,OPP0537,Closed Lost,CAMP009,2025-11-05 00:00:00,Salesforce
SFTXN5597,SF1597,SFACC1597,Invoice,17269,USD,OPP0597,Qualification,CAMP022,2024-11-03 00:00:00,Salesforce
SFTXN5684,SF1684,SFACC1684,Payment,32578,USD,OPP0684,Prospecting,CAMP024,2025-04-08 00:00:00,Salesforce
SFTXN5247,SF1247,SFACC1247,Refund,24537,USD,OPP0247,Proposal,CAMP003,2025-02-09 00:00:00,Salesforce
SFTXN5905,SF1905,SFACC1905,Invoice,7348,USD,OPP0905,Proposal,CAMP024,2025-04-07 00:00:00,Salesforce
SFTXN5709,SF1709,SFACC1709,Order,12891,USD,OPP0709,Qualification,CAMP028,2024-06-25 00:00:00,Salesforce
SFTXN5428,SF1428,SFACC1428,Refund,33231,USD,OPP0428,Prospecting,CAMP039,2024-04-16 00:00:00,Salesforce
SFTXN5534,SF1534,SFACC1534,Invoice,19723,USD,OPP0534,Negotiation,CAMP005,2025-06-23 00:00:00,Salesforce
SFTXN5922,SF1922,SFACC1922,Refund,25758,USD,OPP0922,Negotiation,CAMP001,2025-03-20 00:00:00,Salesforce
SFTXN5216,SF1216,SFACC1216,Order,1353,USD,OPP0216,Closed Lost,CAMP007,2025-09-08 00:00:00,Salesforce
SFTXN5429,SF1429,SFACC1429,Refund,19154,USD,OPP0429,Qualification,CAMP024,2024-03-25 00:00:00,Salesforce
SFTXN5205,SF1205,SFACC1205,Invoice,46833,USD,OPP0205,Closed Lost,CAMP019,2026-03-09 00:00:00,Salesforce
SFTXN5595,SF1595,SFACC1595,Credit,17886,USD,OPP0595,Negotiation,CAMP045,2025-01-17 00:00:00,Salesforce
SFTXN5008,SF1008,SFACC1008,Payment,26656,USD,OPP0008,Prospecting,CAMP009,2025-02-03 00:00:00,Salesforce
SFTXN5594,SF1594,SFACC1594,Order,5699,USD,OPP0594,Proposal,CAMP020,2026-03-23 00:00:00,Salesforce
SFTXN5026,SF1026,SFACC1026,Payment,1088,USD,OPP0026,Closed Lost,CAMP006,2024-11-22 00:00:00,Salesforce
SFTXN5118,SF1118,SFACC1118,Order,38443,USD,OPP0118,Negotiation,CAMP010,2025-02-12 00:00:00,Salesforce
SFTXN5335,SF1335,SFACC1335,Credit,11272,USD,OPP0335,Negotiation,CAMP010,2025-12-01 00:00:00,Salesforce
SFTXN5223,SF1223,SFACC1223,Payment,4103,USD,OPP0223,Closed Lost,CAMP024,2025-07-12 00:00:00,Salesforce
SFTXN5500,SF1500,SFACC1500,Credit,38639,USD,OPP0500,Proposal,CAMP036,2025-09-12 00:00:00,Salesforce
SFTXN5082,SF1082,SFACC1082,Order,40730,USD,OPP0082,Negotiation,CAMP026,2025-08-21 00:00:00,Salesforce
SFTXN5246,SF1246,SFACC1246,Order,36221,USD,OPP0246,Closed Lost,CAMP028,2025-08-31 00:00:00,Salesforce
SFTXN5251,SF1251,SFACC1251,Order,17030,USD,OPP0251,Qualification,CAMP006,2025-12-28 00:00:00,Salesforce
SFTXN5479,SF1479,SFACC1479,Order,28440,USD,OPP0479,Closed Lost,CAMP049,2025-10-24 00:00:00,Salesforce
SFTXN5064,SF1064,SFACC1064,Order,41191,USD,OPP0064,Closed Won,CAMP011,2024-05-30 00:00:00,Salesforce
SFTXN5294,SF1294,SFACC1294,Payment,14269,USD,OPP0294,Closed Won,CAMP013,2024-04-23 00:00:00,Salesforce
SFTXN5456,SF1456,SFACC1456,Payment,2663,USD,OPP0456,Closed Lost,CAMP004,2025-06-29 00:00:00,Salesforce
SFTXN5795,SF1795,SFACC1795,Invoice,9050,USD,OPP0795,Proposal,CAMP007,2025-05-09 00:00:00,Salesforce
SFTXN5043,SF1043,SFACC1043,Refund,48439,USD,OPP0043,Closed Won,CAMP005,2025-05-10 00:00:00,Salesforce
SFTXN5002,SF1002,SFACC1002,Refund,46778,USD,OPP0002,Prospecting,CAMP007,2026-01-31 00:00:00,Salesforce
SFTXN5492,SF1492,SFACC1492,Order,28022,USD,OPP0492,Prospecting,CAMP007,2025-03-13 00:00:00,Salesforce
SFTXN5052,SF1052,SFACC1052,Order,44070,USD,OPP0052,Closed Lost,CAMP040,2025-05-14 00:00:00,Salesforce
SFTXN5636,SF1636,SFACC1636,Order,48607,USD,OPP0636,Negotiation,CAMP046,2024-04-17 00:00:00,Salesforce
SFTXN5370,SF1370,SFACC1370,Refund,30995,USD,OPP0370,Proposal,CAMP042,2025-08-15 00:00:00,Salesforce
SFTXN5635,SF1635,SFACC1635,Payment,964,USD,OPP0635,Closed Won,CAMP013,2024-03-15 00:00:00,Salesforce
SFTXN5661,SF1661,SFACC1661,Payment,29829,USD,OPP0661,Closed Won,CAMP008,2025-12-29 00:00:00,Salesforce
SFTXN5254,SF1254,SFACC1254,Invoice,47001,USD,OPP0254,Proposal,CAMP038,2025-10-06 00:00:00,Salesforce
SFTXN5403,SF1403,SFACC1403,Payment,49413,USD,OPP0403,Prospecting,CAMP034,2025-01-04 00:00:00,Salesforce
SFTXN5755,SF1755,SFACC1755,Credit,26253,USD,OPP0755,Prospecting,CAMP016,2024-02-07 00:00:00,Salesforce
SFTXN5308,SF1308,SFACC1308,Order,48561,USD,OPP0308,Prospecting,CAMP011,2024-04-07 00:00:00,Salesforce
SFTXN5871,SF1871,SFACC1871,Credit,1110,USD,OPP0871,Proposal,CAMP015,2025-04-20 00:00:00,Salesforce
SFTXN5625,SF1625,SFACC1625,Refund,46534,USD,OPP0625,Closed Won,CAMP042,2024-07-15 00:00:00,Salesforce
SFTXN5659,SF1659,SFACC1659,Credit,14648,USD,OPP0659,Proposal,CAMP033,2025-06-18 00:00:00,Salesforce
SFTXN5089,SF1089,SFACC1089,Invoice,13164,USD,OPP0089,Qualification,CAMP042,2024-09-29 00:00:00,Salesforce
SFTXN5228,SF1228,SFACC1228,Refund,32726,USD,OPP0228,Closed Won,CAMP047,2025-06-06 00:00:00,Salesforce
SFTXN5275,SF1275,SFACC1275,Payment,3334,USD,OPP0275,Closed Lost,CAMP029,2024-09-23 00:00:00,Salesforce
SFTXN5798,SF1798,SFACC1798,Credit,33512,USD,OPP0798,Closed Lost,CAMP011,2024-09-13 00:00:00,Salesforce
SFTXN5047,SF1047,SFACC1047,Refund,1765,USD,OPP0047,Qualification,CAMP009,2025-08-23 00:00:00,Salesforce
SFTXN5232,SF1232,SFACC1232,Invoice,47590,USD,OPP0232,Prospecting,CAMP005,2025-08-30 00:00:00,Salesforce
SFTXN5361,SF1361,SFACC1361,Credit,42921,USD,OPP0361,Closed Won,CAMP038,2025-03-29 00:00:00,Salesforce
SFTXN5812,SF1812,SFACC1812,Order,27458,USD,OPP0812,Proposal,CAMP040,2024-08-20 00:00:00,Salesforce
SFTXN5640,SF1640,SFACC1640,Refund,19436,USD,OPP0640,Prospecting,CAMP006,2025-02-02 00:00:00,Salesforce
SFTXN5373,SF1373,SFACC1373,Invoice,13530,USD,OPP0373,Proposal,CAMP001,2025-07-03 00:00:00,Salesforce
SFTXN5607,SF1607,SFACC1607,Refund,13627,USD,OPP0607,Prospecting,CAMP011,2025-06-14 00:00:00,Salesforce
SFTXN5002,SF1002,SFACC1002,Refund,46778,USD,OPP0002,Prospecting,CAMP007,2026-01-31 00:00:00,Salesforce
SFTXN5789,SF1789,SFACC1789,Refund,614,USD,OPP0789,Closed Lost,CAMP039,2026-01-18 00:00:00,Salesforce
SFTXN5692,SF1692,SFACC1692,Credit,22517,USD,OPP0692,Negotiation,CAMP007,2025-05-02 00:00:00,Salesforce
SFTXN5771,SF1771,SFACC1771,Order,22114,USD,OPP0771,Proposal,CAMP025,2025-05-14 00:00:00,Salesforce
SFTXN5609,SF1609,SFACC1609,Payment,16472,USD,OPP0609,Proposal,CAMP045,2025-11-05 00:00:00,Salesforce
SFTXN5438,SF1438,SFACC1438,Payment,4702,USD,OPP0438,Closed Won,CAMP023,2025-10-09 00:00:00,Salesforce
SFTXN5482,SF1482,SFACC1482,Credit,11687,USD,OPP0482,Closed Lost,CAMP041,2025-02-13 00:00:00,Salesforce
SFTXN5119,SF1119,SFACC1119,Invoice,19616,USD,OPP0119,Closed Lost,CAMP018,2024-12-31 00:00:00,Salesforce
SFTXN5160,SF1160,SFACC1160,Refund,17095,USD,OPP0160,Qualification,CAMP040,2025-02-27 00:00:00,Salesforce
SFTXN5702,SF1702,SFACC1702,Order,21906,USD,OPP0702,Closed Lost,CAMP032,2024-09-02 00:00:00,Salesforce
SFTXN5493,SF1493,SFACC1493,Order,43796,USD,OPP0493,Closed Won,CAMP040,2026-02-01 00:00:00,Salesforce
SFTXN5816,SF1816,SFACC1816,Payment,22594,USD,OPP0816,Negotiation,CAMP016,2024-09-26 00:00:00,Salesforce
SFTXN5653,SF1653,SFACC1653,Order,24096,USD,OPP0653,Qualification,CAMP032,2024-06-26 00:00:00,Salesforce
SFTXN5787,SF1787,SFACC1787,Order,27450,USD,OPP0787,Prospecting,CAMP041,2025-08-10 00:00:00,Salesforce
SFTXN5305,SF1305,SFACC1305,Order,6553,USD,OPP0305,Closed Lost,CAMP021,2026-01-31 00:00:00,Salesforce
SFTXN5717,SF1717,SFACC1717,Refund,47680,USD,OPP0717,Qualification,CAMP037,2026-02-02 00:00:00,Salesforce
SFTXN5576,SF1576,SFACC1576,Order,30042,USD,OPP0576,Closed Won,CAMP027,2025-03-15 00:00:00,Salesforce
SFTXN5365,SF1365,SFACC1365,Credit,30942,USD,OPP0365,Prospecting,CAMP048,2024-03-15 00:00:00,Salesforce
SFTXN5161,SF1161,SFACC1161,Payment,14394,USD,OPP0161,Closed Won,CAMP038,2025-11-01 00:00:00,Salesforce
SFTXN5437,SF1437,SFACC1437,Credit,24357,USD,OPP0437,Prospecting,CAMP004,2024-10-31 00:00:00,Salesforce
SFTXN5942,SF1942,SFACC1942,Invoice,7863,USD,OPP0942,Closed Won,CAMP005,2025-05-09 00:00:00,Salesforce
SFTXN5849,SF1849,SFACC1849,Order,37887,USD,OPP0849,Negotiation,CAMP038,2024-04-01 00:00:00,Salesforce
SFTXN5921,SF1921,SFACC1921,Refund,5550,USD,OPP0921,Prospecting,CAMP004,2024-07-21 00:00:00,Salesforce
SFTXN5598,SF1598,SFACC1598,Invoice,10375,USD,OPP0598,Closed Won,CAMP036,2024-01-24 00:00:00,Salesforce
SFTXN5404,SF1404,SFACC1404,Invoice,49682,USD,OPP0404,Qualification,CAMP034,2025-03-02 00:00:00,Salesforce
SFTXN5470,SF1470,SFACC1470,Invoice,2201,USD,OPP0470,Negotiation,CAMP027,2024-09-25 00:00:00,Salesforce
SFTXN5328,SF1328,SFACC1328,Order,40828,USD,OPP0328,Proposal,CAMP027,2024-04-07 00:00:00,Salesforce
SFTXN5809,SF1809,SFACC1809,Order,49450,USD,OPP0809,Qualification,CAMP025,2025-07-09 00:00:00,Salesforce
SFTXN5032,SF1032,SFACC1032,Credit,43241,USD,OPP0032,Negotiation,CAMP045,2024-09-29 00:00:00,Salesforce
SFTXN5027,SF1027,SFACC1027,Invoice,47462,USD,OPP0027,Closed Lost,CAMP044,2025-06-29 00:00:00,Salesforce
SFTXN5602,SF1602,SFACC1602,Credit,28293,USD,OPP0602,Closed Lost,CAMP041,2025-07-21 00:00:00,Salesforce
SFTXN5818,SF1818,SFACC1818,Invoice,9391,USD,OPP0818,Qualification,CAMP028,2025-01-25 00:00:00,Salesforce
SFTXN5102,SF1102,SFACC1102,Order,26414,USD,OPP0102,Qualification,CAMP047,2025-05-23 00:00:00,Salesforce
SFTXN5465,SF1465,SFACC1465,Refund,20729,USD,OPP0465,Proposal,CAMP003,2025-10-11 00:00:00,Salesforce
SFTXN5186,SF1186,SFACC1186,Payment,9066,USD,OPP0186,Prospecting,CAMP025,2024-06-03 00:00:00,Salesforce
SFTXN5550,SF1550,SFACC1550,Order,28918,USD,OPP0550,Closed Won,CAMP025,2025-03-08 00:00:00,Salesforce
SFTXN5756,SF1756,SFACC1756,Refund,24206,USD,OPP0756,Closed Lost,CAMP033,2024-12-17 00:00:00,Salesforce
SFTXN5710,SF1710,SFACC1710,Credit,36499,USD,OPP0710,Closed Lost,CAMP048,2025-01-13 00:00:00,Salesforce
SFTXN5757,SF1757,SFACC1757,Refund,40365,USD,OPP0757,Closed Lost,CAMP013,2026-02-08 00:00:00,Salesforce
SFTXN5269,SF1269,SFACC1269,Refund,4987,USD,OPP0269,Prospecting,CAMP045,2024-09-18 00:00:00,Salesforce
SFTXN5345,SF1345,SFACC1345,Order,49890,USD,OPP0345,Prospecting,CAMP046,2024-06-15 00:00:00,Salesforce
SFTXN5181,SF1181,SFACC1181,Payment,12879,USD,OPP0181,Negotiation,CAMP020,2024-04-19 00:00:00,Salesforce
SFTXN5284,SF1284,SFACC1284,Order,13106,USD,OPP0284,Proposal,CAMP012,2025-07-03 00:00:00,Salesforce
SFTXN5123,SF1123,SFACC1123,Refund,9215,USD,OPP0123,Qualification,CAMP004,2025-01-14 00:00:00,Salesforce
SFTXN5133,SF1133,SFACC1133,Refund,25539,USD,OPP0133,Negotiation,CAMP006,2024-04-03 00:00:00,Salesforce
SFTXN5786,SF1786,SFACC1786,Order,5317,USD,OPP0786,Qualification,CAMP037,2024-05-17 00:00:00,Salesforce
SFTXN5804,SF1804,SFACC1804,Refund,47799,USD,OPP0804,Closed Won,CAMP009,2025-04-13 00:00:00,Salesforce
SFTXN5733,SF1733,SFACC1733,Refund,15129,USD,OPP0733,Closed Lost,CAMP018,2026-01-29 00:00:00,Salesforce
SFTXN5265,SF1265,SFACC1265,Refund,8303,USD,OPP0265,Proposal,CAMP042,2025-10-24 00:00:00,Salesforce
SFTXN5508,SF1508,SFACC1508,Order,2721,USD,OPP0508,Qualification,CAMP025,2024-08-18 00:00:00,Salesforce
SFTXN5302,SF1302,SFACC1302,Refund,44384,USD,OPP0302,Closed Won,CAMP009,2024-09-24 00:00:00,Salesforce
SFTXN5577,SF1577,SFACC1577,Order,29795,USD,OPP0577,Closed Lost,CAMP026,2024-10-24 00:00:00,Salesforce
SFTXN5944,SF1944,SFACC1944,Order,33246,USD,OPP0944,Closed Won,CAMP038,2024-11-11 00:00:00,Salesforce
SFTXN5058,SF1058,SFACC1058,Credit,27932,USD,OPP0058,Qualification,CAMP024,2025-12-16 00:00:00,Salesforce
SFTXN5448,SF1448,SFACC1448,Refund,34688,USD,OPP0448,Negotiation,CAMP002,2024-08-22 00:00:00,Salesforce
SFTXN5202,SF1202,SFACC1202,Credit,46008,USD,OPP0202,Closed Lost,CAMP048,2025-07-21 00:00:00,Salesforce
SFTXN5076,SF1076,SFACC1076,Order,27419,USD,OPP0076,Proposal,CAMP033,2026-02-10 00:00:00,Salesforce
SFTXN5020,SF1020,SFACC1020,Payment,13611,USD,OPP0020,Closed Lost,CAMP022,2025-08-11 00:00:00,Salesforce
SFTXN5791,SF1791,SFACC1791,Invoice,10233,USD,OPP0791,Closed Won,CAMP013,2024-08-15 00:00:00,Salesforce
SFTXN5830,SF1830,SFACC1830,Refund,46474,USD,OPP0830,Negotiation,CAMP015,2025-11-06 00:00:00,Salesforce
SFTXN5897,SF1897,SFACC1897,Payment,36998,USD,OPP0897,Prospecting,CAMP016,2025-12-21 00:00:00,Salesforce
SFTXN5667,SF1667,SFACC1667,Payment,8904,USD,OPP0667,Closed Lost,CAMP022,2025-06-01 00:00:00,Salesforce
SFTXN5021,SF1021,SFACC1021,Credit,24228,USD,OPP0021,Closed Lost,CAMP043,2024-03-05 00:00:00,Salesforce
SFTXN5519,SF1519,SFACC1519,Refund,23617,USD,OPP0519,Closed Won,CAMP034,2025-04-08 00:00:00,Salesforce
SFTXN5296,SF1296,SFACC1296,Order,28901,USD,OPP0296,Proposal,CAMP038,2025-05-28 00:00:00,Salesforce
SFTXN5681,SF1681,SFACC1681,Invoice,37081,USD,OPP0681,Closed Won,CAMP012,2024-11-20 00:00:00,Salesforce
SFTXN5224,SF1224,SFACC1224,Credit,48841,USD,OPP0224,Qualification,CAMP043,2024-02-14 00:00:00,Salesforce
SFTXN5213,SF1213,SFACC1213,Credit,12392,USD,OPP0213,Closed Won,CAMP038,2025-08-06 00:00:00,Salesforce
SFTXN5736,SF1736,SFACC1736,Order,40800,USD,OPP0736,Prospecting,CAMP043,2024-04-17 00:00:00,Salesforce
SFTXN5363,SF1363,SFACC1363,Order,3603,USD,OPP0363,Negotiation,CAMP026,2025-08-05 00:00:00,Salesforce
SFTXN5511,SF1511,SFACC1511,Credit,41070,USD,OPP0511,Closed Lost,CAMP032,2024-01-13 00:00:00,Salesforce
SFTXN5574,SF1574,SFACC1574,Payment,22013,USD,OPP0574,Prospecting,CAMP011,2024-05-29 00:00:00,Salesforce
SFTXN5872,SF1872,SFACC1872,Credit,43292,USD,OPP0872,Closed Lost,CAMP041,2025-08-15 00:00:00,Salesforce
